item,overlap,report_id,utility,event_year,field,reason,question,options,page_refs,document_url,detail,reviewer,decision_value,decision_pages,matches_jev,notes,minutes_spent
267,yes,sce__r1812005_sce_psps_post_event_for_october_27_2024_de_energization,SCE,2024,wind_threshold_cited,low_confidence,Does the report state that observed or forecast wind speeds or gusts met or exceeded the utility's de-energization threshold or wind criterion in an area that was de-energized?,met; not_met; not_stated,9;10;11;12;14;19;20;39,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2024/r1812005-sce-psps-post-event-for-october-27-2024-de-energization.pdf,,A,,,,,
226,no,sce__r1812005_sce_psps_post_event_report_for_10_22_22_high_threat_event,SCE,2022,wind_threshold_cited,low_confidence,Does the report state that observed or forecast wind speeds or gusts met or exceeded the utility's de-energization threshold or wind criterion in an area that was de-energized?,met; not_met; not_stated,8;9;10;11;12;13;19;20,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2022/r1812005-sce-psps-post-event-report-for-10-22-22-high-threat-event.pdf,,A,,,,,
9,yes,sce__r1812005_sce_psps_post_event_report_for_11_20_23_de_energization_event,SCE,2023,all fields,conflicting_sources,A partial correction was filed; check whether it changes any extracted value.,,,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2023/r1812005-sce-psps-post-event-report-for-11-20-23-de-energization-event.pdf,correction: https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2023/r1812005-sce-corrections-to-2023-psps-post-event-reports.pdf,A,,,,,
155,yes,sce__r1812005_sce_psps_post_event_report_for_11_20_23_de_energization_event,SCE,2023,mbl_advance_notice,low_confidence,"Did every Medical Baseline (MBL) customer who lost power in this event have a notification delivered before their power was shut off? A delivered notification or a door-hanger visit counts even if the customer did not confirm receipt. MBL customers who were in scope but never lost power do not count. If the pages say no customers were de-energized in this event, choose not_applicable.",all_notified; some_not_notified; not_stated; not_applicable,8;9;10;21;22;28;29;30,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2023/r1812005-sce-psps-post-event-report-for-11-20-23-de-energization-event.pdf,,A,,,,,
95,no,sce__r1812005_sce_psps_post_event_report_for_11_24_22_de_energization_event,SCE,2022,mbl_advance_notice,low_confidence,"Did every Medical Baseline (MBL) customer who lost power in this event have a notification delivered before their power was shut off? A delivered notification or a door-hanger visit counts even if the customer did not confirm receipt. MBL customers who were in scope but never lost power do not count. If the pages say no customers were de-energized in this event, choose not_applicable.",all_notified; some_not_notified; not_stated; not_applicable,8;9;10;21;22;29;30;38,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2022/r1812005-sce-psps-post-event-report-for-11-24-22-de-energization-event.pdf,,A,,,,,
265,no,sce__r1812005_sce_psps_post_event_report_for_11_24_22_de_energization_event,SCE,2022,wind_threshold_cited,low_confidence,Does the report state that observed or forecast wind speeds or gusts met or exceeded the utility's de-energization threshold or wind criterion in an area that was de-energized?,met; not_met; not_stated,8;9;10;11;12;13;18;19,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2022/r1812005-sce-psps-post-event-report-for-11-24-22-de-energization-event.pdf,,A,,,,,
10,yes,sce__r1812005_sce_psps_post_event_report_for_11_26_23_high_threat_event,SCE,2023,all fields,conflicting_sources,A partial correction was filed; check whether it changes any extracted value.,,,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2023/r1812005-sce-psps-post-event-report-for-11-26-23-high-threat-event.pdf,correction: https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2023/r1812005-sce-corrections-to-2023-psps-post-event-reports.pdf,A,,,,,
172,yes,sce__r1812005_sce_psps_post_event_report_for_11_26_23_high_threat_event,SCE,2023,wind_threshold_cited,low_confidence,Does the report state that observed or forecast wind speeds or gusts met or exceeded the utility's de-energization threshold or wind criterion in an area that was de-energized?,met; not_met; not_stated,8;9;10;11;12;17;18;68,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2023/r1812005-sce-psps-post-event-report-for-11-26-23-high-threat-event.pdf,,A,,,,,
130,no,sce__r1812005_sce_psps_post_event_report_for_9_15_24_high_threat_event,SCE,2024,wind_threshold_cited,low_confidence,Does the report state that observed or forecast wind speeds or gusts met or exceeded the utility's de-energization threshold or wind criterion in an area that was de-energized?,met; not_met; not_stated,8;9;10;11;12;58;59;62,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2024/r1812005-sce-psps-post-event-report-for-9-15-24-high-threat-event.pdf,,A,,,,,
142,no,sce__r1812005_sce_psps_post_event_report_for_9_9_22,SCE,2022,canceled_after_notice,low_confidence,Were any customers or areas notified of a possible power shutoff in this event but then not de-energized?,yes; no; not_stated,65;66;67;74;75,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2022/r1812005-sce-psps-post-event-report-for-9-9-22.pdf,,A,,,,,
136,no,sce__r1812005_sce_psps_post_event_report_for_9_9_22,SCE,2022,mbl_advance_notice,low_confidence,"Did every Medical Baseline (MBL) customer who lost power in this event have a notification delivered before their power was shut off? A delivered notification or a door-hanger visit counts even if the customer did not confirm receipt. MBL customers who were in scope but never lost power do not count. If the pages say no customers were de-energized in this event, choose not_applicable.",all_notified; some_not_notified; not_stated; not_applicable,65;66;118,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2022/r1812005-sce-psps-post-event-report-for-9-9-22.pdf,,A,,,,,
163,yes,sce__r1812005_sce_psps_postevent_report_for_112121,SCE,2021,mbl_advance_notice,low_confidence,"Did every Medical Baseline (MBL) customer who lost power in this event have a notification delivered before their power was shut off? A delivered notification or a door-hanger visit counts even if the customer did not confirm receipt. MBL customers who were in scope but never lost power do not count. If the pages say no customers were de-energized in this event, choose not_applicable.",all_notified; some_not_notified; not_stated; not_applicable,9;10;11;23;24;32;33;99,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2021/r1812005-sce-psps-postevent-report-for-112121.pdf,,A,,,,,
120,no,sce__r1812005_sce_psps_postevent_report_for_112421,SCE,2021,mbl_advance_notice,low_confidence,"Did every Medical Baseline (MBL) customer who lost power in this event have a notification delivered before their power was shut off? A delivered notification or a door-hanger visit counts even if the customer did not confirm receipt. MBL customers who were in scope but never lost power do not count. If the pages say no customers were de-energized in this event, choose not_applicable.",all_notified; some_not_notified; not_stated; not_applicable,9;10;11;22;23;30;31;39,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2021/r1812005-sce-psps-postevent-report-for-112421.pdf,,A,,,,,
14,no,sce__r1812005sce_psps_postevent_for_august_1_2025_de_energization,SCE,2025,all fields,conflicting_sources,A partial correction was filed; check whether it changes any extracted value.,,,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2025/r1812005sce-psps-postevent-for-august-1-2025-de-energization.pdf,correction: https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2025/sce-2025-amendments/20250801sce-psps-post-event-reportdeenergizedamendment2final.pdf,A,,,,,
168,no,sce__r1812005sce_psps_postevent_for_august_1_2025_de_energization,SCE,2025,mbl_advance_notice,low_confidence,"Did every Medical Baseline (MBL) customer who lost power in this event have a notification delivered before their power was shut off? A delivered notification or a door-hanger visit counts even if the customer did not confirm receipt. MBL customers who were in scope but never lost power do not count. If the pages say no customers were de-energized in this event, choose not_applicable.",all_notified; some_not_notified; not_stated; not_applicable,8;9;10;19;20;23;24;25,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2025/r1812005sce-psps-postevent-for-august-1-2025-de-energization.pdf,,A,,,,,
192,no,sce__r1812005sce_psps_postevent_for_august_1_2025_de_energization,SCE,2025,wind_threshold_cited,low_confidence,Does the report state that observed or forecast wind speeds or gusts met or exceeded the utility's de-energization threshold or wind criterion in an area that was de-energized?,met; not_met; not_stated,8;9;10;11;14;17;18;36,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2025/r1812005sce-psps-postevent-for-august-1-2025-de-energization.pdf,,A,,,,,
206,yes,sce__r1812005sce_psps_postevent_for_december_26_2024_highthreat,SCE,2024,wind_threshold_cited,low_confidence,Does the report state that observed or forecast wind speeds or gusts met or exceeded the utility's de-energization threshold or wind criterion in an area that was de-energized?,met; not_met; not_stated,8;9;10;11;12;59;60;63,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2024/r1812005sce-psps-postevent-for-december-26-2024-highthreat.pdf,,A,,,,,
201,no,sce__r1812005sce_psps_postevent_for_december_31_2024_highthreat,SCE,2024,wind_threshold_cited,low_confidence,Does the report state that observed or forecast wind speeds or gusts met or exceeded the utility's de-energization threshold or wind criterion in an area that was de-energized?,met; not_met; not_stated,8;9;10;11;12;58;59;62,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2024/r1812005sce-psps-postevent-for-december-31-2024-highthreat.pdf,,A,,,,,
15,no,sce__r1812005sce_psps_postevent_for_june_10_2025_deenergization,SCE,2025,all fields,conflicting_sources,A partial correction was filed; check whether it changes any extracted value.,,,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2025/r1812005sce-psps-postevent-for-june-10-2025-deenergization.pdf,correction: https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2025/sce-2025-amendments/20250610sce-psps-post-event-reportdeenergizedamendment2final.pdf,A,,,,,
106,no,sce__r1812005sce_psps_postevent_for_june_10_2025_deenergization,SCE,2025,mbl_advance_notice,low_confidence,"Did every Medical Baseline (MBL) customer who lost power in this event have a notification delivered before their power was shut off? A delivered notification or a door-hanger visit counts even if the customer did not confirm receipt. MBL customers who were in scope but never lost power do not count. If the pages say no customers were de-energized in this event, choose not_applicable.",all_notified; some_not_notified; not_stated; not_applicable,8;9;10;19;24;25;41;42,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2025/r1812005sce-psps-postevent-for-june-10-2025-deenergization.pdf,,A,,,,,
170,no,sce__r1812005sce_psps_postevent_for_june_10_2025_deenergization,SCE,2025,wind_threshold_cited,low_confidence,Does the report state that observed or forecast wind speeds or gusts met or exceeded the utility's de-energization threshold or wind criterion in an area that was de-energized?,met; not_met; not_stated,8;9;10;11;17;18;38;39,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2025/r1812005sce-psps-postevent-for-june-10-2025-deenergization.pdf,,A,,,,,
269,yes,sce__r1812005sce_psps_postevent_for_november_13_2024_deenergization,SCE,2024,mbl_advance_notice,low_confidence,"Did every Medical Baseline (MBL) customer who lost power in this event have a notification delivered before their power was shut off? A delivered notification or a door-hanger visit counts even if the customer did not confirm receipt. MBL customers who were in scope but never lost power do not count. If the pages say no customers were de-energized in this event, choose not_applicable.",all_notified; some_not_notified; not_stated; not_applicable,8;9;10;21;26;27;40;53,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2024/r1812005sce-psps-postevent-for-november-13-2024-deenergization.pdf,,A,,,,,
250,yes,sce__r1812005sce_psps_postevent_for_november_13_2024_deenergization,SCE,2024,wind_threshold_cited,low_confidence,Does the report state that observed or forecast wind speeds or gusts met or exceeded the utility's de-energization threshold or wind criterion in an area that was de-energized?,met; not_met; not_stated,8;9;10;11;13;18;38;39,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2024/r1812005sce-psps-postevent-for-november-13-2024-deenergization.pdf,,A,,,,,
214,no,sce__r1812005sce_psps_postevent_for_november_28_2024_highthreat_event,SCE,2024,wind_threshold_cited,low_confidence,Does the report state that observed or forecast wind speeds or gusts met or exceeded the utility's de-energization threshold or wind criterion in an area that was de-energized?,met; not_met; not_stated,8;9;10;11;12;57;58;61,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2024/r1812005sce-psps-postevent-for-november-28-2024-highthreat-event.pdf,,A,,,,,
94,no,sce__r1812005sce_psps_postevent_for_november_4_2024_deenergization,SCE,2024,mbl_advance_notice,low_confidence,"Did every Medical Baseline (MBL) customer who lost power in this event have a notification delivered before their power was shut off? A delivered notification or a door-hanger visit counts even if the customer did not confirm receipt. MBL customers who were in scope but never lost power do not count. If the pages say no customers were de-energized in this event, choose not_applicable.",all_notified; some_not_notified; not_stated; not_applicable,8;9;10;21;26;27;42;45,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2024/r1812005sce-psps-postevent-for-november-4-2024-deenergization.pdf,,A,,,,,
259,no,sce__r1812005sce_psps_postevent_for_november_4_2024_deenergization,SCE,2024,wind_threshold_cited,low_confidence,Does the report state that observed or forecast wind speeds or gusts met or exceeded the utility's de-energization threshold or wind criterion in an area that was de-energized?,met; not_met; not_stated,8;9;10;11;14;19;20;69,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2024/r1812005sce-psps-postevent-for-november-4-2024-deenergization.pdf,,A,,,,,
16,yes,sce__r1812005sce_psps_postevent_for_october_28_2025_deenergization,SCE,2025,all fields,conflicting_sources,A partial correction was filed; check whether it changes any extracted value.,,,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2025/sce-oct-28/r1812005sce-psps-postevent-for-october-28-2025-deenergization.pdf,correction: https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2025/sce-oct-28/r1812005-sce-amendment-to-psps-post-event-for-october-28-2025-de-energization.pdf,A,,,,,
202,yes,sce__r1812005sce_psps_postevent_for_october_28_2025_deenergization,SCE,2025,mbl_advance_notice,low_confidence,"Did every Medical Baseline (MBL) customer who lost power in this event have a notification delivered before their power was shut off? A delivered notification or a door-hanger visit counts even if the customer did not confirm receipt. MBL customers who were in scope but never lost power do not count. If the pages say no customers were de-energized in this event, choose not_applicable.",all_notified; some_not_notified; not_stated; not_applicable,8;9;10;20;21;25;26;54,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2025/sce-oct-28/r1812005sce-psps-postevent-for-october-28-2025-deenergization.pdf,,A,,,,,
207,yes,sce__r1812005sce_psps_postevent_for_october_28_2025_deenergization,SCE,2025,wind_threshold_cited,low_confidence,Does the report state that observed or forecast wind speeds or gusts met or exceeded the utility's de-energization threshold or wind criterion in an area that was de-energized?,met; not_met; not_stated,8;9;10;11;12;14;19;38,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2025/sce-oct-28/r1812005sce-psps-postevent-for-october-28-2025-deenergization.pdf,,A,,,,,
187,no,sce__r1812005sce_psps_postevent_for_october_8_2025_deenergization,SCE,2025,mbl_advance_notice,low_confidence,"Did every Medical Baseline (MBL) customer who lost power in this event have a notification delivered before their power was shut off? A delivered notification or a door-hanger visit counts even if the customer did not confirm receipt. MBL customers who were in scope but never lost power do not count. If the pages say no customers were de-energized in this event, choose not_applicable.",all_notified; some_not_notified; not_stated; not_applicable,8;9;10;19;20;24;25;62,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2025/r1812005sce-psps-postevent-for-october-8-2025-deenergization.pdf,,A,,,,,
144,no,sce__r1812005sce_psps_postevent_for_october_8_2025_deenergization,SCE,2025,wind_threshold_cited,low_confidence,Does the report state that observed or forecast wind speeds or gusts met or exceeded the utility's de-energization threshold or wind criterion in an area that was de-energized?,met; not_met; not_stated,8;9;10;11;12;14;17;39,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2025/r1812005sce-psps-postevent-for-october-8-2025-deenergization.pdf,,A,,,,,
188,no,sce__r1812005sce_psps_postevent_report_for_july_15_2026_deenergization,SCE,2026,mbl_advance_notice,low_confidence,"Did every Medical Baseline (MBL) customer who lost power in this event have a notification delivered before their power was shut off? A delivered notification or a door-hanger visit counts even if the customer did not confirm receipt. MBL customers who were in scope but never lost power do not count. If the pages say no customers were de-energized in this event, choose not_applicable.",all_notified; some_not_notified; not_stated; not_applicable,8;9;10;22;27;28;42;43,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2026/r1812005sce-psps-postevent-report-for-july-15-2026-deenergization.pdf,,A,,,,,
107,no,sce__r1812005sce_psps_postevent_report_for_july_15_2026_deenergization,SCE,2026,wind_threshold_cited,low_confidence,Does the report state that observed or forecast wind speeds or gusts met or exceeded the utility's de-energization threshold or wind criterion in an area that was de-energized?,met; not_met; not_stated,8;9;10;11;12;13;16;91,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2026/r1812005sce-psps-postevent-report-for-july-15-2026-deenergization.pdf,,A,,,,,
193,no,sce__sce_esrb_8_report_regarding_october_12_through_october_16_2018,SCE,2018,claims_reported,low_confidence,How many claims does the report say were filed against the utility because of this PSPS event?,one_or_more; zero; not_stated,9;10,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2019-and-earlier/sce-esrb-8-report-regarding-october-12-through-october-16-2018.pdf,,A,,,,,
115,no,sce__sce_esrb_8_report_regarding_october_12_through_october_16_2018,SCE,2018,complaints_reported,low_confidence,How many complaints does the report say were received about this PSPS event?,one_or_more; zero; not_stated,9;10,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2019-and-earlier/sce-esrb-8-report-regarding-october-12-through-october-16-2018.pdf,,A,,,,,
227,yes,sce__sce_jun_25_28_2020_psps_post_event_report,SCE,2020,claims_reported,low_confidence,How many claims does the report say were filed against the utility because of this PSPS event?,one_or_more; zero; not_stated,3;4;7;8,https://www.cpuc.ca.gov/-/media/cpuc-website/files/uploadedfiles/cpucwebsite/content/news_room/newsupdates/2020/sce-jun-25-28-2020-psps-post-event-report.pdf,,A,,,,,
270,yes,sce__sce_jun_25_28_2020_psps_post_event_report,SCE,2020,wind_threshold_cited,low_confidence,Does the report state that observed or forecast wind speeds or gusts met or exceeded the utility's de-energization threshold or wind criterion in an area that was de-energized?,met; not_met; not_stated,3;4;5;9,https://www.cpuc.ca.gov/-/media/cpuc-website/files/uploadedfiles/cpucwebsite/content/news_room/newsupdates/2020/sce-jun-25-28-2020-psps-post-event-report.pdf,,A,,,,,
208,yes,sce__sce_nov_2326_2019_psps_postevent_report,SCE,2019,claims_reported,low_confidence,How many claims does the report say were filed against the utility because of this PSPS event?,one_or_more; zero; not_stated,3;4;11;12,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2019/sce-nov-2326-2019-psps-postevent-report.pdf,,A,,,,,
145,yes,sce__sce_nov_2326_2019_psps_postevent_report,SCE,2019,complaints_reported,low_confidence,How many complaints does the report say were received about this PSPS event?,one_or_more; zero; not_stated,3;4;11;12,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2019/sce-nov-2326-2019-psps-postevent-report.pdf,,A,,,,,
283,yes,sce__sce_nov_2326_2019_psps_postevent_report,SCE,2019,mbl_advance_notice,low_confidence,"Did every Medical Baseline (MBL) customer who lost power in this event have a notification delivered before their power was shut off? A delivered notification or a door-hanger visit counts even if the customer did not confirm receipt. MBL customers who were in scope but never lost power do not count. If the pages say no customers were de-energized in this event, choose not_applicable.",all_notified; some_not_notified; not_stated; not_applicable,3;4;7;14;15,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2019/sce-nov-2326-2019-psps-postevent-report.pdf,,A,,,,,
200,no,sce__sce_nov_9_2025_psps_post_event_report,SCE,2025,mbl_advance_notice,low_confidence,"Did every Medical Baseline (MBL) customer who lost power in this event have a notification delivered before their power was shut off? A delivered notification or a door-hanger visit counts even if the customer did not confirm receipt. MBL customers who were in scope but never lost power do not count. If the pages say no customers were de-energized in this event, choose not_applicable.",all_notified; some_not_notified; not_stated; not_applicable,8;9;10;22;26;27;57;58,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2025/sce-nov-9-2025-psps-post-event-report.pdf,,A,,,,,
75,no,sce__sce_nov_9_2025_psps_post_event_report,SCE,2025,wind_threshold_cited,low_confidence,Does the report state that observed or forecast wind speeds or gusts met or exceeded the utility's de-energization threshold or wind criterion in an area that was de-energized?,met; not_met; not_stated,8;9;10;11;12;13;16;39,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2025/sce-nov-9-2025-psps-post-event-report.pdf,,A,,,,,
126,no,sce__sce_oct_23_28_2020_psps_post_event_report,SCE,2020,canceled_after_notice,low_confidence,Were any customers or areas notified of a possible power shutoff in this event but then not de-energized?,yes; no; not_stated,3;4;9;13;14,https://www.cpuc.ca.gov/-/media/cpuc-website/files/uploadedfiles/cpucwebsite/content/news_room/newsupdates/2020/sce-oct-23-28-2020-psps-post-event-report.pdf,,A,,,,,
275,no,sce__sce_oct_23_28_2020_psps_post_event_report,SCE,2020,complaints_reported,low_confidence,How many complaints does the report say were received about this PSPS event?,one_or_more; zero; not_stated,3;4;12;13,https://www.cpuc.ca.gov/-/media/cpuc-website/files/uploadedfiles/cpucwebsite/content/news_room/newsupdates/2020/sce-oct-23-28-2020-psps-post-event-report.pdf,,A,,,,,
165,no,sce__sce_oct_23_28_2020_psps_post_event_report,SCE,2020,mbl_advance_notice,low_confidence,"Did every Medical Baseline (MBL) customer who lost power in this event have a notification delivered before their power was shut off? A delivered notification or a door-hanger visit counts even if the customer did not confirm receipt. MBL customers who were in scope but never lost power do not count. If the pages say no customers were de-energized in this event, choose not_applicable.",all_notified; some_not_notified; not_stated; not_applicable,3;4;20;21;22;540,https://www.cpuc.ca.gov/-/media/cpuc-website/files/uploadedfiles/cpucwebsite/content/news_room/newsupdates/2020/sce-oct-23-28-2020-psps-post-event-report.pdf,,A,,,,,
124,no,sce__sce_october_15_2021_psps_post_event_report,SCE,2021,mbl_advance_notice,low_confidence,"Did every Medical Baseline (MBL) customer who lost power in this event have a notification delivered before their power was shut off? A delivered notification or a door-hanger visit counts even if the customer did not confirm receipt. MBL customers who were in scope but never lost power do not count. If the pages say no customers were de-energized in this event, choose not_applicable.",all_notified; some_not_notified; not_stated; not_applicable,9;10;11;21;26;27;88;89,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2021/sce-october-15-2021-psps-post-event-report.pdf,,A,,,,,
84,no,sce__sce_october_16_18_2021_psps_post_event_report,SCE,2021,claims_reported,low_confidence,How many claims does the report say were filed against the utility because of this PSPS event?,one_or_more; zero; not_stated,3;5;6;7;14;28;29,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2021/sce-october-16-18-2021-psps-post-event-report.pdf,,A,,,,,
215,no,sce__sce_october_16_18_2021_psps_post_event_report,SCE,2021,wind_threshold_cited,low_confidence,Does the report state that observed or forecast wind speeds or gusts met or exceeded the utility's de-energization threshold or wind criterion in an area that was de-energized?,met; not_met; not_stated,5;6;7;8;9;10;16;17,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2021/sce-october-16-18-2021-psps-post-event-report.pdf,,A,,,,,
48,no,sce__sce_post_event_reporting_september_4_through_september_8_2019,SCE,2019,mbl_advance_notice,no_matching_page,"Did every Medical Baseline (MBL) customer who lost power in this event have a notification delivered before their power was shut off? A delivered notification or a door-hanger visit counts even if the customer did not confirm receipt. MBL customers who were in scope but never lost power do not count. If the pages say no customers were de-energized in this event, choose not_applicable.",all_notified; some_not_notified; not_stated; not_applicable,,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2019/sce-psps-postevent-report-sept-49-2019-9232019-amended.pdf,,A,,,,,
19,yes,sce__sce_psps_post_event_report_7_18_2023_event,SCE,2023,all fields,conflicting_sources,A partial correction was filed; check whether it changes any extracted value.,,,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2023/sce-psps-post-event-report-7-18-2023-event.pdf,correction: https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2023/r1812005-sce-corrections-to-2023-psps-post-event-reports.pdf,A,,,,,
228,yes,sce__sce_psps_post_event_report_7_18_2023_event,SCE,2023,wind_threshold_cited,low_confidence,Does the report state that observed or forecast wind speeds or gusts met or exceeded the utility's de-energization threshold or wind criterion in an area that was de-energized?,met; not_met; not_stated,8;9;10;12;17;18;29;60,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2023/sce-psps-post-event-report-7-18-2023-event.pdf,,A,,,,,
182,no,sce__sce_psps_post_event_report_june_28july8_2019_7222019,SCE,2019,claims_reported,low_confidence,How many claims does the report say were filed against the utility because of this PSPS event?,one_or_more; zero; not_stated,3;4;13;14,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2019/sce-psps-post-event-report-june-28july8-2019-7222019.pdf,,A,,,,,
276,no,sce__sce_psps_post_event_report_june_28july8_2019_7222019,SCE,2019,wind_threshold_cited,low_confidence,Does the report state that observed or forecast wind speeds or gusts met or exceeded the utility's de-energization threshold or wind criterion in an area that was de-energized?,met; not_met; not_stated,3;4;5;8;9;29;30,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2019/sce-psps-post-event-report-june-28july8-2019-7222019.pdf,,A,,,,,
256,yes,sce__sce_psps_post_event_reportjune_17_22_2019_752019,SCE,2019,claims_reported,low_confidence,How many claims does the report say were filed against the utility because of this PSPS event?,one_or_more; zero; not_stated,3;4;9;10,https://www.cpuc.ca.gov/-/media/cpuc-website/divisions/safety-and-enforcement-division/reports/psps-post-event-reports/2019/sce-psps-post-event-reportjune-17-22-2019-752019.pdf,,A,,,,,
